,code,name,i_median,i_from,i_average,i_mean,i_to,code_status,subcategory
MEb3y,MEb3y,Plastik,0.289413,0,0.289413,0.8255929999999999,13.351955,live,Magazines
MEb3b,MEb3b,PodcastOne,0,0,0,0.044389,0.7714559999999999,live,Blogs
MEb3n,MEb3n,Porter,0.359515,0,0.359515,0.911029,18.32091,live,Magazines
MEb3d,MEb3d,Starz Power,0.100616,0,0.100616,0.571615,8.851318,live,TV channels
MEb3r,MEb3r,Pregnancy & Newborn,0,0,0,0.10765899999999999,3.779458,live,Magazines
MEb3f,MEb3f,Premiere Networks,0,0,0,0.000309,0.046296,live,Radio stations
MEb3g,MEb3g,Press Trust of India,0,0,0,0.012334999999999999,0.651042,live,Newspapers
MEb38,MEb38,Press TV,0,0,0,0.014362,0.485909,live,TV channels
MEb3e,MEb3e,Pretty Feet,0,0,0,0.000983,0.07374599999999999,live,Blogs
MEb3j,MEb3j,ProSieben,0,0,0,0.063472,4.333009,live,TV channels
MEb3k,MEb3k,Punsworld,0.498262,0,0.498262,1.202593,18.025555,live,Blogs
MEb3m,MEb3m,"Qatar, my family!",0.081644,0,0.081644,0.106817,0.640394,live,Blogs
MEb3c,MEb3c,Racing TV,0,0,0,0.019105,1.0362689999999999,live,TV channels
MEb3p,MEb3p,Radio Azadi,0,0,0,0.000147,0.032362,live,Radio stations
MEb3q,MEb3q,RTP,0,0,0,0.06973399999999999,5.537459,live,TV channels
MEb3x,MEb3x,Radio France,0,0,0,0.017235,0.735024,live,Radio stations
MEb3o,MEb3o,Radio Free Europe,0,0,0,0.011340000000000001,0.323625,live,Radio stations
MEb3t,MEb3t,Radio Nova,0,0,0,0.04524,2.4464829999999997,live,Radio stations
MEb31,MEb31,Radio scoop,0,0,0,0.0055839999999999996,0.557414,live,Blogs
MEb3u,MEb3u,Radiotopia,0,0,0,0.039561,1.006289,live,Radio stations
MEb3w,MEb3w,Rai 1,0,0,0,0.09931799999999999,6.8574839999999995,live,TV channels
MEb3i,MEb3i,Ranker,0,0,0,0.051858999999999995,0.7450049999999999,live,Blogs
MEb3s,MEb3s,Ray,0,0,0,0.009094,0.6935049999999999,live,Magazines
MEb3z,MEb3z,RCTI,0,0,0,0.388148,19.507748,live,TV channels
MEb3a,MEb3a,Recode,0,0,0,0.111991,2.4252219999999998,live,Blogs
MEb33,MEb33,RecordTV,0.155049,0,0.155049,1.997987,34.579617999999996,live,TV channels
MEb34,MEb34,Red Table Talk,0.241975,0,0.241975,0.875969,16.582734,live,Online News
MEb35,MEb35,Rede Brasil Oficial,0,0,0,0.047160999999999995,3.051002,live,TV channels
MEb3h,MEb3h,Rede Gazeta,0,0,0,0.144572,3.553801,live,TV channels
MEb37,MEb37,RedeTV!,0.040185,0,0.040185,0.47972000000000004,9.409888,live,TV channels
MEb36,MEb36,Reelz,0,0,0,0.031024,0.585418,live,TV channels
MEb39,MEb39,REN TV,0,0,0,0.000116,0.022878,live,TV channels
MEb4y,MEb4y,Resident Advisor,0.096595,0,0.096595,0.460149,15.972222,live,Magazines
MEb4b,MEb4b,Retro Television Network,0,0,0,0.001125,0.087796,live,TV channels
MEb4n,MEb4n,Revista ¡HOLA!,0.134319,0,0.134319,0.650745,16.15938,live,Magazines
MEb4d,MEb4d,REVOLT TV,0.23696699999999998,0,0.23696699999999998,1.081278,21.186981,live,TV channels
MEb4r,MEb4r,Radio France Internationale,0,0,0,0.014459,1.158161,live,Radio stations
MEb4f,MEb4f,Roadkill,0.088336,0,0.088336,0.440108,20.201342,live,TV channels
MEb4g,MEb4g,ROAM Media,0.253858,0,0.253858,0.466605,8.63805,live,Online News
MEb48,MEb48,Roam the Planet,0.413526,0,0.413526,0.759733,11.552729,live,Blogs
MEb4e,MEb4e,Rodeo & 5TH,0.40345000000000003,0,0.40345000000000003,0.5519069999999999,3.918367,live,Blogs
MEb4j,MEb4j,RT Arabic,0,0,0,0.046957,1.998463,live,TV channels
MEb4k,MEb4k,RTBF,0,0,0,0.008028,0.41348599999999996,live,Radio stations
MEb4m,MEb4m,RTL 2,0,0,0,0.008645,0.480031,live,Radio stations
MEb4c,MEb4c,RTL9,0,0,0,0.0005200000000000001,0.073584,live,TV channels
MEb4p,MEb4p,Ruptly,0,0,0,0.029561999999999998,0.38387699999999997,live,Online News
MEb4q,MEb4q,Russia-K,0,0,0,0.007463999999999999,0.332779,live,TV channels
MEb4x,MEb4x,S4C,0,0,0,0.009999,0.470588,live,TV channels
MEb4o,MEb4o,SAB TV,0,0,0,0.00232,0.14005599999999999,live,TV channels
MEb4t,MEb4t,ScoopWhoop,0,0,0,0.075041,2.704136,live,Blogs
MEb41,MEb41,Scripps,0,0,0,0.011425,0.370714,live,TV channels
MEb4u,MEb4u,Secret London,0.09560199999999999,0,0.09560199999999999,0.433552,10.911661,live,Blogs
MEb4w,MEb4w,Sensual,0.04642,0,0.04642,0.096552,1.079812,live,Magazines
MEb4s,MEb4s,Shape,0.25817599999999996,0,0.25817599999999996,0.753371,10.232102,live,Magazines
MEb4z,MEb4z,Show TV,0,0,0,0.031167,0.846262,live,TV channels
MEb43,MEb43,Sky News Arabia,0,0,0,0.068914,3.054933,live,TV channels
MEb44,MEb44,Sky TG24,0,0,0,0.09623699999999999,4.653371,live,TV channels
MEb45,MEb45,Sling TV,0,0,0,0.042183,0.644567,live,TV channels
MEb4h,MEb4h,Snai,0,0,0,0.002407,0.15451199999999998,live,TV channels
MEb47,MEb47,Sneaker Freaker,0.402883,0,0.402883,0.8104819999999999,17.067629,live,Magazines
MEb46,MEb46,SoccerBible,1.32164,0,1.32164,2.200542,27.643172,live,Online News
MEb49,MEb49,Sole Collector,0.609344,0,0.609344,1.418797,30.698287,live,Online News
MEb5y,MEb5y,Southern Living,0.238663,0,0.238663,1.114438,31.191336,live,Magazines
MEb5b,MEb5b,Speedhunters,0.526316,0,0.526316,1.276047,44.012688,live,Blogs
MEb5n,MEb5n,Sport1,0,0,0,0.032574,1.460565,live,TV channels
MEb5d,MEb5d,SPORTbible,0.579731,0,0.579731,1.174802,24.119241,live,Online News
MEb5r,MEb5r,Sportskeeda,0,0,0,0.035252,0.95037,live,Blogs
MEb5f,MEb5f,Sportsman Channel,0,0,0,0.23394099999999998,16.428262,live,TV channels
MEb5g,MEb5g,Sportsnet,0.044092,0,0.044092,0.17946,5.231481,live,Online News
MEb58,MEb58,SportsNet New York,0,0,0,0.017152,0.6553800000000001,live,TV channels
MEb5e,MEb5e,SporTV,0.121944,0,0.121944,0.916291,24.242424,live,TV channels
MEb5j,MEb5j,Stab,0.35658799999999996,0,0.35658799999999996,0.797294,29.648241,live,Magazines
MEb5k,MEb5k,Star Jalsha,0,0,0,0.0012029999999999999,0.08771899999999999,live,TV channels
MEb5m,MEb5m,Star Plus,0.023389,0,0.023389,0.09225000000000001,2.428571,live,TV channels
MEb5p,MEb5p,Star Vijay,0,0,0,0.029404,0.766284,live,TV channels
MEb5q,MEb5q,Starz,0.081675,0,0.081675,0.17929699999999998,2.644127,live,TV channels
MEb5x,MEb5x,Stitcher Radio,0,0,0,0.013878,0.380807,live,Radio stations
MEb5o,MEb5o,Stuff They Don't Want You To Know,0,0,0,0.014790000000000001,0.28585000000000005,live,Blogs
MEb5t,MEb5t,Style4Guys,0.392267,0,0.392267,0.5429849999999999,4.382353,live,Blogs
MEb51,MEb51,Sud radio,0,0,0,0.001787,0.15847899999999998,live,Radio stations
MEb5u,MEb5u,SuicideGirls,2.740731,0,2.740731,4.169596,31.500825,live,Blogs
MEb5w,MEb5w,Sundance TV,0.02202,0,0.02202,0.098948,1.684717,live,TV channels
MEb5i,MEb5i,SuperSport,0.013465999999999999,0,0.013465999999999999,0.40768299999999996,17.889088,live,Blogs
MEb5s,MEb5s,Supreme Trucks,0.11012699999999999,0,0.11012699999999999,0.586459,32,live,Blogs
MEb5z,MEb5z,Surfer,0.6889759999999999,0,0.6889759999999999,1.254798,32.155761,live,Magazines
MEb5a,MEb5a,Swigg,0,0,0,0.000618,0.08326399999999999,live,Radio stations
MEb54,MEb54,Tara Milk Tea,0.31007799999999996,0,0.31007799999999996,0.777936,11.080617,live,Blogs
MEb55,MEb55,Tasnim News Agency,0,0,0,0.0010119999999999999,0.08726,live,Online News
MEb5h,MEb5h,TASS,0,0,0,0.0040809999999999996,0.135318,live,TV channels
MEb57,MEb57,Tech Insider,0.016040000000000002,0,0.016040000000000002,0.060233999999999996,0.798898,live,Online News
MEb56,MEb56,TEGNA,0,0,0,0.0035459999999999997,0.176367,live,TV channels
MEb59,MEb59,Telefuturo,0,0,0,0.166851,25.572869,live,TV channels
MEbhy,MEbhy,Teletoon,0,0,0,0.0014089999999999999,0.09643199999999999,live,TV channels
MEbhb,MEbhb,Televen,0,0,0,0.30894499999999997,17.886179,live,TV channels
MEbhn,MEbhn,Téva,0.14807599999999999,0,0.14807599999999999,0.41936199999999996,9.966777,live,TV channels
MEbhd,MEbhd,Thanthi TV,0,0,0,0.0017809999999999998,0.123001,live,TV channels
MEbhr,MEbhr,The Business of Fashion,0.47026599999999996,0,0.47026599999999996,1.228294,25.339367,live,Online News
MEbhf,MEbhf,The Cut,0.35598799999999997,0,0.35598799999999997,1.126606,19.92966,live,Magazines
MEbhg,MEbhg,The Fuck . . .,0.218968,0,0.218968,0.614366,6.169852,live,Blogs
MEbh8,MEbh8,The Good Life,0.7358800000000001,0,0.7358800000000001,1.097131,12.507011,live,Magazines
MEbhe,MEbhe,The Great Planet,0.392459,0,0.392459,0.549665,5.673759,live,Blogs
MEbhj,MEbhj,Luxury Lifestyle,0.598802,0,0.598802,0.915133,13.842746,live,Magazines
MEbhk,MEbhk,The Mind Unleashed,0.214915,0,0.214915,0.569387,12.310606,live,Blogs
MEbhm,MEbhm,The Official Whole30 Program,0.100616,0,0.100616,0.550553,10.857538,live,Blogs
MEbhc,MEbhc,The Points Guy,0.039979,0,0.039979,0.22600599999999998,4.060018,live,Blogs
MEbhp,MEbhp,The Prestige Lifestyle,0.4,0,0.4,0.6567379999999999,10.527922,live,Blogs
MEbhq,MEbhq,The Rockstar Garage,0.191053,0,0.191053,0.569448,18.120805,live,Blogs
MEbhx,MEbhx,The Root,0.082713,0,0.082713,0.550812,16.044219,live,Magazines
MEbho,MEbho,The Shade Room,2.12415,0,2.12415,6.863018,60.680529,live,Online News
MEbht,MEbht,The Verge,0.511945,0,0.511945,0.95764,10.640301000000001,live,Online News
MEbh1,MEbh1,The Washington Free Beacon,0,0,0,0.021033,0.530739,live,Online News
MEbhu,MEbhu,The Weather Network,0,0,0,0.094803,4.064675,live,TV channels
MEbhw,MEbhw,The World's Hottest Cars,0.227406,0,0.227406,0.458219,10.582757,live,Blogs
MEbhi,MEbhi,The Zoe Report,0.376117,0,0.376117,0.888431,12.28832,live,Online News
MEbhs,MEbhs,TheBlaze,0.042801,0,0.042801,0.212093,4.887984,live,TV channels
MEbhz,MEbhz,The Score,0.189753,0,0.189753,0.544011,11.049211,live,Blogs
MEbha,MEbha,theSkimm,0.07038599999999999,0,0.07038599999999999,0.521934,10.202461,live,Online News
MEbh3,MEbh3,TheTinderBlog,0.180941,0,0.180941,0.761884,8.087367,live,Blogs
MEbh4,MEbh4,This TV,0,0,0,0.0024549999999999997,0.127551,live,TV channels
MEbh5,MEbh5,Times Now,0,0,0,0.043421,1.739927,live,TV channels
MEbhh,MEbhh,Today FM,0,0,0,0.065804,3.352166,live,Radio stations
MEbh7,MEbh7,Tokyo MX,0,0,0,0.001064,0.09587699999999999,live,TV channels
MEbh6,MEbh6,TOLOnews,0,0,0,0.005816,0.177096,live,TV channels
MEb7y,MEb7y,Town & Country,0.205832,0,0.205832,0.697912,19.364599,live,Magazines
MEb7b,MEb7b,Townsquare Media,0,0,0,0.001156,0.08391599999999999,live,TV channels
MEb7n,MEb7n,Toyor Al Janah,0,0,0,0.005627,0.290867,live,TV channels
MEb7d,MEb7d,Trace urban,0,0,0,0.028700999999999997,1.830161,live,TV channels
MEb7r,MEb7r,Trans7,0,0,0,0.357643,12.761506,live,TV channels
MEb7f,MEb7f,TransWorld Motocross,0.13459000000000002,0,0.13459000000000002,0.429494,14.278188,live,Magazines
MEb7j,MEb7j,TRT 1,0,0,0,0.008022,0.191022,live,TV channels
MEb7k,MEb7k,TRT Belgesel,0,0,0,0.005849,0.21692000000000003,live,TV channels
MEb7m,MEb7m,TRT Haber,0,0,0,0.009859,0.25402199999999997,live,TV channels
MEb7c,MEb7c,TRT World,0,0,0,0.034789,0.804477,live,TV channels
MEb7p,MEb7p,Tru TV,0.094596,0,0.094596,0.201459,2.230216,live,TV channels
MEb7q,MEb7q,TSF jazz,0,0,0,0.004533,0.215023,live,Radio stations
MEb7x,MEb7x,TRT Televizyon,0,0,0,2.9e-05,0,live,TV channels
MEb7o,MEb7o,Turner Classic Movies,0.046210999999999995,0,0.046210999999999995,0.178178,3.655514,live,TV channels
MEb7t,MEb7t,Turner Sports,0,0,0,0.006888999999999999,0.26824000000000003,live,TV channels
MEb71,MEb71,TV Asahi,0,0,0,0.0017369999999999998,0.093371,live,TV channels
MEb7w,MEb7w,TV Land,0.020790000000000003,0,0.020790000000000003,0.08856399999999999,1.618837,live,TV channels
MEb7i,MEb7i,TV Tokyo,0,0,0,0.002228,0.120192,live,TV channels
MEb7s,MEb7s,TVC News,0,0,0,0.02425,2.259887,live,TV channels
MEb7z,MEb7z,TVG Network,0,0,0,0.022237,1.176471,live,TV channels
MEb7a,MEb7a,TVMax,0,0,0,0.144906,22.989324,live,TV channels
MEb73,MEb73,tvOne,0.08014399999999999,0,0.08014399999999999,0.621941,17.942584,live,TV channels
MEb74,MEb74,TVOntario,0,0,0,0.032693,1.153792,live,TV channels
MEb75,MEb75,TyC Sports,0,0,0,0.27649799999999997,15.45858,live,TV channels
MEb7h,MEb7h,Undefeated,0.45694799999999997,0,0.45694799999999997,1.024525,23.204169,live,Blogs
MEb77,MEb77,Unilad,0.625803,0,0.625803,1.157712,11.6126,live,Online News
MEb76,MEb76,Unisys,0,0,0,0.004854,0.14771,live,Blogs
MEb79,MEb79,Up Close and Stylish,0.573692,0,0.573692,0.9441539999999999,9.038322,live,Blogs
MEb6y,MEb6y,UpUpDownDown,0.12701099999999999,0,0.12701099999999999,0.317805,4.707012,live,Blogs
MEb6b,MEb6b,V Magazine,1.039744,0,1.039744,1.7507929999999998,21.957098,live,Magazines
MEb6n,MEb6n,Vegan Bowls,0.442451,0,0.442451,0.9981019999999999,18.567164,live,Magazines
MEb6d,MEb6d,VegNews,0.15797799999999998,0,0.15797799999999998,0.502089,13.578501,live,Magazines
MEb6r,MEb6r,Venevision,0.048402999999999995,0,0.048402999999999995,0.7412719999999999,35.876993,live,TV channels
MEb6f,MEb6f,Venezolana de Television,0,0,0,0.093044,5.911063,live,TV channels
MEb6g,MEb6g,Veranda,0.25376699999999996,0,0.25376699999999996,0.8921119999999999,27.362251,live,Magazines
MEb68,MEb68,Vesti FM,0,0,0,0.000259,0.045977,live,Radio stations
MEb6e,MEb6e,Virgin Radio,0,0,0,0.048544,2.494266,live,Radio stations
MEb6j,MEb6j,ViVi,0,0,0,0.059524999999999995,3.484412,live,Magazines
MEb6k,MEb6k,VoCE,0,0,0,0.002182,0.208638,live,Magazines
MEb6m,MEb6m,Vox,0,0,0,0.040426,2.268245,live,Online News
MEb6c,MEb6c,WAFF,0,0,0,0.022632,0.5952379999999999,live,TV channels
MEb6p,MEb6p,WBBJ-TV,0,0,0,0.004646,0.18198399999999998,live,TV channels
MEb6q,MEb6q,WBIR-TV,0,0,0,0.005506,0.195886,live,TV channels
MEb6x,MEb6x,WBTV,0,0,0,0.051913999999999995,1.22742,live,TV channels
MEb6o,MEb6o,WBTW,0,0,0,0.006879,0.246103,live,TV channels
MEb6t,MEb6t,WBZ-TV,0,0,0,0.030483999999999997,0.671329,live,TV channels
MEb61,MEb61,WCAX-TV,0,0,0,0.010483,0.231481,live,TV channels
MEb6u,MEb6u,WCBS-TV,0,0,0,0.02629,0.563252,live,TV channels
MEb6w,MEb6w,WCCB,0,0,0,0.024169,0.667476,live,TV channels
MEb6i,MEb6i,WCNC-TV,0,0,0,0.043601,1.134785,live,TV channels
MEb6s,MEb6s,WCTI-TV,0,0,0,0.002496,0.134771,live,TV channels
MEb6z,MEb6z,WECT,0,0,0,0.016968,0.486322,live,TV channels
MEb6a,MEb6a,WFMY-TV,0,0,0,0.017277,0.37313399999999997,live,TV channels
MEb63,MEb63,WFSB,0,0,0,0.024404,0.46168099999999995,live,TV channels
MEb64,MEb64,WFXT,0,0,0,0.059633,0.972842,live,TV channels
MEb65,MEb65,WGBH-TV,0,0,0,0.001441,0.08340299999999999,live,TV channels
MEb6h,MEb6h,WGHP,0,0,0,0.009030999999999999,0.294985,live,TV channels
MEb67,MEb67,WHNT-TV,0,0,0,0.021262,0.6398539999999999,live,TV channels
MEb66,MEb66,WICS,0,0,0,0.00239,0.117601,live,TV channels
MEb69,MEb69,Winamax,0,0,0,0.003727,0.22514099999999998,live,Blogs
MEb9y,MEb9y,WITN-TV,0,0,0,0.003872,0.209864,live,TV channels
MEb9b,MEb9b,WJAR,0,0,0,0.006375,0.19047599999999998,live,TV channels
MEb9n,MEb9n,WJLA-TV,0,0,0,0.007892,0.24390199999999998,live,TV channels
MEb9d,MEb9d,WKRN-TV,0,0,0,0.044042,1.893004,live,TV channels
MEb9r,MEb9r,WKYC,0,0,0,0.038791,0.888023,live,TV channels
MEb9f,MEb9f,WLFL,0,0,0,0.000406,0.060680000000000005,live,TV channels
MEb9g,MEb9g,WLOS,0,0,0,0.019964,0.442478,live,TV channels
MEb98,MEb98,WLS-TV,0.047790000000000006,0,0.047790000000000006,0.16268000000000002,4.202648,live,TV channels
MEb9e,MEb9e,WLTX,0,0,0,0.030417999999999997,0.8547009999999999,live,TV channels
MEb9j,MEb9j,WMAQ-TV,0,0,0,0.088045,2.924791,live,TV channels
MEb9k,MEb9k,WMBF-TV,0,0,0,0.0032559999999999998,0.149031,live,TV channels
MEb9m,MEb9m,WMUR-TV,0,0,0,0.016453,0.380228,live,TV channels
MEb9c,MEb9c,WNCT-TV,0,0,0,0.0028109999999999997,0.144613,live,TV channels
MEb9p,MEb9p,Wowow,0,0,0,0.000931,0.090171,live,TV channels
MEb9q,MEb9q,WPDE-TV,0,0,0,0.006808,0.249792,live,TV channels
MEb9x,MEb9x,WPSD-TV,0,0,0,0.005521,0.200267,live,TV channels
MEb9o,MEb9o,WPXI,0,0,0,0.035879,0.7881319999999999,live,TV channels
MEb9t,MEb9t,WRBL,0,0,0,0.002526,0.108225,live,TV channels
MEb91,MEb91,WRCB,0,0,0,0.0167,0.5555559999999999,live,TV channels
MEb9u,MEb9u,WRC-TV,0,0,0,0.001931,0.11857699999999999,live,TV channels
MEb9w,MEb9w,WREG-TV,0,0,0,0.00067,0.07788199999999999,live,TV channels
MEb9i,MEb9i,WSB-TV,0,0,0,0.146959,3.836094,live,TV channels
MEb9s,MEb9s,WSIL-TV,0,0,0,0.005003,0.16722399999999998,live,TV channels
MEb9z,MEb9z,WSMV-TV,0,0,0,0.048394,2.10837,live,TV channels
MEb9a,MEb9a,WSOC-TV,0,0,0,0.057193,1.660839,live,TV channels
MEb93,MEb93,WSPA-TV,0,0,0,0.011696999999999999,0.396825,live,TV channels
MEb94,MEb94,WTNH,0,0,0,0.024936,0.512821,live,TV channels
MEb95,MEb95,WTOC-TV,0,0,0,0.017037999999999998,0.40620399999999995,live,TV channels
MEb9h,MEb9h,WTTW,0,0,0,0.020654,0.63358,live,TV channels
MEb97,MEb97,WTVF,0,0,0,0.050151999999999995,2.085402,live,TV channels
MEb96,MEb96,WWAY,0,0,0,0.007052999999999999,0.262697,live,TV channels
MEb99,MEb99,WWBT,0,0,0,0.029368,0.531469,live,TV channels
MEnyy,MEnyy,WWE Network,0.23266599999999998,0,0.23266599999999998,0.474116,5.962676,live,TV channels
MEnyb,MEnyb,WXII-TV,0,0,0,0.020621999999999998,0.441306,live,TV channels
MEnyn,MEnyn,WYFF,0,0,0,0.017925,0.572956,live,TV channels
MEnyd,MEnyd,XEOYE,0,0,0,0.012282999999999999,0.689655,live,Radio stations
MEnyr,MEnyr,XHMM-FM,0,0,0,0.014608,0.5825239999999999,live,Radio stations
MEnyf,MEnyf,XHTV-TDT,0,0,0,0.063556,3.30033,live,TV channels
MEnyg,MEnyg,Yardbarker,0,0,0,0.005239,0.249377,live,Blogs
MEny8,MEny8,Yomiuri Shimbun,0,0,0,0.0051909999999999994,0.232558,live,Online News
MEnye,MEnye,Younger,0.092038,0,0.092038,0.26133,3.738318,live,TV channels
MEnyj,MEnyj,ZIP-FM 77.8,0,0,0,0.001584,0.16266799999999998,live,Radio stations
MEnyk,MEnyk,Zone Interdite,0,0,0,0.0009729999999999999,0.099108,live,Magazines
MEnym,MEnym,EVTV Miami,0.021544999999999998,0,0.021544999999999998,0.43188699999999997,22.648336,live,Blogs
MEnyc,MEnyc,KSAT-TV,0,0,0,0.036504999999999996,0.803769,live,TV channels
MEnyp,MEnyp,NowThis News,0.768222,0,0.768222,1.18575,8.573596,live,Blogs
MEnyq,MEnyq,Outside,0.34965,0,0.34965,1.244164,28.355958,live,Magazines
MEnyx,MEnyx,Skyrock FM,0,0,0,0.063134,4.226983,live,Radio stations
MEnyo,MEnyo,WE tv,0.060624,0,0.060624,0.37959699999999996,10.924081,live,TV channels
MEnyt,MEnyt,Meriam,0,0,0,0.016184,0.450704,live,Blogs
SPna5,SPna5,Las Vegas Golden Knights,0.040278,0,0.040278,0.231449,5.593743,live,
SPnah,SPnah,Seattle Kraken,0,0,0,0.052793,1.50243,live,
BRdpp,BRdpp,& Other Stories,0.183812,0,0.183812,1.003703,23.647042,live,Clothing
BRdpx,BRdpx,1-800 baskets.com,0,0,0,0.003676,0.31007799999999996,live,eCommerce
BRdpo,BRdpo,1-800 Contacts,0,0,0,0.0046300000000000004,0.13888899999999998,live,Stores & shops
BRdpt,BRdpt,1800 Tequila,0.022740000000000003,0,0.022740000000000003,0.073652,1.061142,live,Alcohol
BRdp1,BRdp1,1800Mattress.com,0,0,0,0.000149,0.028169,live,Stores & shops
BRdpu,BRdpu,1822 Denim,0,0,0,0.010232999999999999,0.624512,live,eCommerce
BRdpw,BRdpw,19 Crimes,0,0,0,0.015723,0.543675,live,Alcohol
BRdpi,BRdpi,1921,0,0,0,0.000843,0.075643,live,Alcohol
BRdps,BRdps,1st Central,0,0,0,0.011221,0.8565309999999999,live,Insurance
BRdpz,BRdpz,Fox Entertainment,0.7082069999999999,0,0.7082069999999999,1.070349,10.853659,live,Prof services
BRdpa,BRdpa,21st Century,0,0,0,0.0009159999999999999,0.078802,live,Insurance
BRdp3,BRdp3,22squared,0,0,0,0.009328999999999999,0.330688,live,Prof services
BRdp4,BRdp4,23andMe,0.033003,0,0.033003,0.11040599999999999,1.389161,live,Prof services
BRdp5,BRdp5,2K Games,0.428206,0,0.428206,1.007779,24.405167,live,Games
BRdph,BRdph,3 Beat,0,0,0,0.021422999999999998,0.451671,live,Prof services
BRdp7,BRdp7,3 Suisses,0,0,0,0.012409,1.069138,live,eCommerce
BRdp6,BRdp6,3.1 Phillip Lim,0.361228,0,0.361228,0.82908,14.368727,live,Clothing
BRdp9,BRdp9,32Red,0,0,0,0.002693,0.18170799999999998,live,Games
BRdqy,BRdqy,360 Cookware,0,0,0,0.005181,0.35802799999999996,live,Household prod
BRdqb,BRdqb,360i,0,0,0,0.028078,0.759734,live,Prof services
BRdqn,BRdqn,365 Sports,0,0,0,0.001248,0.09765599999999999,live,Prof services
BRdqd,BRdqd,3D Hubs,0,0,0,0.00046199999999999995,0.047881,live,Prof services
BRdqr,BRdqr,3D Systems,0,0,0,0.033247,0.680851,live,Cons electronics
BRdqf,BRdqf,3i,0,0,0,0.000366,0.050226,live,Prof services
BRdqg,BRdqg,3LAB,0,0,0,0.046346,1.506554,live,Beauty
BRdq8,BRdq8,3M,0.136936,0,0.136936,0.250119,3.220859,live,Prof services
BRdqe,BRdqe,3X1,0.016099,0,0.016099,0.091806,1.969933,live,Clothing
BRdqj,BRdqj,48 Fitness,0,0,0,0.000803,0.07722000000000001,live,Fitness
BRdqk,BRdqk,4F,0,0,0,0.017523,1.924134,live,Clothing
BRdqm,BRdqm,4-H,0,0,0,0.043085,1.349642,live,ORGs/Companies
BRdqc,BRdqc,4J Studios,0,0,0,0.02001,0.583333,live,Games
BRdqp,BRdqp,4Seven,0,0,0,0.0014579999999999999,0.092336,live,Household prod
BRdqq,BRdqq,4SI3NNA,0,0,0,0.007956999999999999,0.268817,live,Clothing
BRdqx,BRdqx,7 Days to Die,0,0,0,0.0021839999999999997,0.09469699999999999,live,Games
BRdqo,BRdqo,7 For All Mankind,0.08489000000000001,0,0.08489000000000001,0.20535,3.136435,live,Clothing
BRdqt,BRdqt,76,0,0,0,0.013418999999999999,0.287908,live,Energy
BRdq1,BRdq1,7digital,0,0,0,0.004324,0.172811,live,Prof services
BRdqu,BRdqu,8 Ball Pool,0,0,0,0.021549,0.310861,live,Games
BRdqw,BRdqw,8 Green,0,0,0,0.03254,0.641026,live,Medicine
BRdqi,BRdqi,826 National,0,0,0,0.012149,0.403226,live,ORGs/Companies
BRdqs,BRdqs,826LA,0,0,0,0.012678,0.472667,live,ORGs/Companies
BRdqz,BRdqz,84 Lumber,0,0,0,0.012874,0.29784099999999997,live,Stores & shops
BRdqa,BRdqa,888sport,0,0,0,0.01008,0.387691,live,Games
BRdq3,BRdq3,8FACT By 9GAG,1.489854,0,1.489854,2.011825,14.743236,live,Software
BRdq4,BRdq4,99 Cents,0,0,0,0.07989199999999999,1.892744,live,Stores & shops
BRdq5,BRdq5,99 Ranch Market,0,0,0,0.008198,0.243161,live,Supermarkets
BRdqh,BRdqh,99designs,0,0,0,0.052981999999999994,1.239437,live,Technology
BRdq7,BRdq7,A Bathing Ape,0.9148679999999999,0,0.9148679999999999,2.016368,31.358768,live,Clothing
BRdq6,BRdq6,Acacia,0.249105,0,0.249105,0.529894,7.54576,live,Clothing
BRdq9,BRdq9,A. M. Best,0,0,0,0.001365,0.087951,live,Insurance
BRdxy,BRdxy,A. O. Smith,0,0,0,0.00023,0.045537,live,Household prod
BRdxb,BRdxb,A.C. Moore,0,0,0,0.063132,2.072539,live,Stores & shops
BRdxn,BRdxn,A.L.C.,0.055096,0,0.055096,0.19011899999999998,4.216388,live,Clothing
BRdxd,BRdxd,A.P.C.,0.192548,0,0.192548,0.723228,18.654924,live,Shoes
BRdxr,BRdxr,A.T. Cross,0,0,0,0.001353,0.09140799999999999,live,Stores & shops
BRdxf,BRdxf,A.T. Kearney,0,0,0,0.005168,0.172265,live,Prof services
BRdxg,BRdxg,A1 Toys,0,0,0,0.001291,0.09985000000000001,live,Stores & shops
BRdx8,BRdx8,A101 Yeni,0,0,0,0.005072999999999999,0.16977899999999999,live,eCommerce
BRdxe,BRdxe,A2A Energia,0,0,0,0.000636,0.08438799999999999,live,Prof services
BRdxj,BRdxj,AAA,0,0,0,0.010551,0.311262,live,ORGs/Companies
BRdxk,BRdxk,AARP,0,0,0,0.034346999999999996,0.736648,live,ORGs/Companies
